,Date,Close/Last,Volume,Open,High,Low
469,2020-03-20,57.31,401693200,61.795,62.9575,57.0
470,2020-03-19,61.195,271857040,61.8462,63.21,60.6525
471,2020-03-18,61.6675,300233640,59.9425,62.5,59.28
472,2020-03-17,63.215,324055880,61.8775,64.4025,59.6
473,2020-03-16,60.5525,322423480,60.4875,64.77,60.0
474,2020-03-13,69.4925,370732120,66.2225,69.98,63.2375
475,2020-03-12,62.0575,418474000,63.985,67.5,62.0
476,2020-03-11,68.8575,256379880,69.3475,70.305,67.965
477,2020-03-10,71.335,285290080,69.285,71.61,67.3425
478,2020-03-09,66.5425,286744840,65.9375,69.5225,65.75
479,2020-03-06,72.2575,226177000,70.5,72.705,70.3075
480,2020-03-05,73.23,187572880,73.88,74.8875,72.8525
481,2020-03-04,75.685,219178280,74.11,75.85,73.2825
482,2020-03-03,72.33,319475400,75.9175,76.0,71.45
483,2020-03-02,74.7025,341397360,70.57,75.36,69.43
484,2020-02-28,68.34,426884800,64.315,69.6025,64.0925
485,2020-02-27,68.38,320605520,70.275,71.5,68.24
486,2020-02-26,73.1625,198713720,71.6325,74.47,71.625
487,2020-02-25,72.02,230673440,75.2375,75.6325,71.5325
488,2020-02-24,74.545,222195320,74.315,76.045,72.3075
489,2020-02-21,78.2625,129705680,79.655,80.1125,77.625
490,2020-02-20,80.075,100565960,80.6575,81.1625,79.5525
491,2020-02-19,80.905,93983960,80.0,81.1425,80.0
492,2020-02-18,79.75,152762200,78.84,79.9375,78.6525
493,2020-02-14,81.2375,80113800,81.185,81.495,80.7125
494,2020-02-13,81.2175,94747560,81.0475,81.555,80.8375
495,2020-02-12,81.8,113730280,80.3675,81.805,80.3675
496,2020-02-11,79.9025,94323120,80.9,80.975,79.6775
497,2020-02-10,80.3875,109348880,78.545,80.3875,78.4625
498,2020-02-07,80.0075,117684040,80.5925,80.85,79.5
499,2020-02-06,81.3025,105425560,80.6425,81.305,80.0662
500,2020-02-05,80.3625,118826880,80.88,81.19,79.7375
501,2020-02-04,79.7125,136616520,78.8275,79.91,78.4086
502,2020-02-03,77.165,173985600,76.075,78.3725,75.555
503,2020-01-31,77.3775,199588400,80.2325,80.67,77.0725
504,2020-01-30,80.9675,126743240,80.136,81.0225,79.6875
505,2020-01-29,81.085,216599720,81.1125,81.9625,80.345
506,2020-01-28,79.4225,162233960,78.15,79.6,78.0475
507,2020-01-27,77.2375,161940040,77.515,77.9425,76.22
508,2020-01-24,79.5775,146537520,80.0625,80.8325,79.3797
509,2020-01-23,79.8075,104471960,79.48,79.89,78.9125
510,2020-01-22,79.425,101832480,79.645,79.9975,79.3275
511,2020-01-21,79.1425,110843240,79.2975,79.755,79.0
512,2020-01-17,79.6825,137816480,79.0675,79.685,78.75
513,2020-01-16,78.81,108829000,78.3975,78.925,78.0225
514,2020-01-15,77.835,121923520,77.9625,78.875,77.3875
515,2020-01-14,78.17,162613840,79.175,79.3925,78.0425
516,2020-01-13,79.24,122086880,77.91,79.2675,77.7875
517,2020-01-10,77.5825,140869080,77.65,78.1675,77.0625
518,2020-01-09,77.4075,170486160,76.8088,77.6075,76.55
519,2020-01-08,75.7975,132363800,74.29,76.11,74.289
520,2020-01-07,74.5975,111510640,74.96,75.225,74.37
521,2020-01-06,74.95,118578560,73.4475,74.99,73.1875
522,2020-01-03,74.3575,146535520,74.2875,75.145,74.125
523,2020-01-02,75.0875,135647440,74.06,75.15,73.7975
524,2019-12-31,73.4125,100990520,72.4825,73.42,72.38
525,2019-12-30,72.88,144238440,72.365,73.1725,71.305
526,2019-12-27,72.45,146371760,72.78,73.4925,72.03
527,2019-12-26,72.4775,93336000,71.205,72.495,71.175
528,2019-12-24,71.0675,48478840,71.1725,71.2225,70.7299
529,2019-12-23,71.0,98711520,70.1325,71.0625,70.0934
530,2019-12-20,69.86,276130960,70.5575,70.6625,69.64
531,2019-12-19,70.005,98507800,69.875,70.295,69.7375
532,2019-12-18,69.935,116098760,69.95,70.475,69.78
533,2019-12-17,70.1025,114303200,69.8925,70.4425,69.7
534,2019-12-16,69.965,128324440,69.25,70.1975,69.245
535,2019-12-13,68.7875,133731240,67.865,68.825,67.7325
536,2019-12-12,67.865,137748160,66.945,68.14,66.8303
537,2019-12-11,67.6925,78893560,67.2025,67.775,67.125
538,2019-12-10,67.12,90529520,67.15,67.5175,66.465
539,2019-12-09,66.73,128730600,67.5,67.7,66.2275
540,2019-12-06,67.6775,106189960,66.87,67.75,66.825
541,2019-12-05,66.395,74645360,65.9475,66.4725,65.6825
542,2019-12-04,65.435,67241560,65.2675,65.8275,65.17
543,2019-12-03,64.8625,117509080,64.5775,64.8825,64.0725
544,2019-12-02,66.04,94774200,66.8175,67.0625,65.8625
545,2019-11-29,66.8125,46617440,66.65,67.0,66.475
546,2019-11-27,66.96,65544480,66.395,66.995,66.3275
547,2019-11-26,66.0725,105339520,66.735,66.79,65.625
548,2019-11-25,66.5925,84118080,65.6775,66.61,65.63
549,2019-11-22,65.445,65325040,65.6475,65.795,65.21
550,2019-11-21,65.5025,121395120,65.9225,66.0012,65.295
551,2019-11-20,65.7975,106439680,66.385,66.5208,65.1
552,2019-11-19,66.5725,76278400,66.975,67.0,66.3482
553,2019-11-18,66.775,86803600,66.45,66.8575,66.0575
554,2019-11-15,66.44,100374680,65.92,66.445,65.7525
555,2019-11-14,65.66,89582240,65.9375,66.22,65.525
556,2019-11-13,66.1175,103270360,65.2825,66.195,65.2675
557,2019-11-12,65.49,87388920,65.3875,65.6975,65.23
558,2019-11-11,65.55,82029840,64.575,65.6175,64.57
559,2019-11-08,65.035,70082000,64.6725,65.11,64.2125
560,2019-11-07,64.8575,94940320,64.685,65.0875,64.5275
561,2019-11-06,64.31,75864480,64.1925,64.3725,63.8413
562,2019-11-05,64.2825,79897720,64.2625,64.5475,64.08
563,2019-11-04,64.375,103271800,64.3325,64.4613,63.845
564,2019-11-01,63.955,151125320,62.385,63.9825,62.29
565,2019-10-31,62.19,139162080,61.81,62.2925,59.315
566,2019-10-30,60.815,124522080,61.19,61.325,60.3025
567,2019-10-29,60.8225,142839480,62.2425,62.4375,60.6425
568,2019-10-28,62.2625,96572960,61.855,62.3125,61.68
569,2019-10-25,61.645,73477200,60.79,61.6825,60.72
570,2019-10-24,60.895,71665040,61.1275,61.2,60.4513
571,2019-10-23,60.795,79730200,60.525,60.81,60.305
572,2019-10-22,59.99,90736000,60.29,60.55,59.9055
573,2019-10-21,60.1275,89469920,59.38,60.2475,59.33
574,2019-10-18,59.1025,97508680,58.6475,59.395,58.5725
575,2019-10-17,58.82,69091600,58.7725,59.0375,58.38
576,2019-10-16,58.5925,77146760,58.3425,58.81,58.3
577,2019-10-15,58.83,92161920,59.0975,59.4125,58.72
578,2019-10-14,58.9675,97653920,58.725,59.5335,58.6675
579,2019-10-11,59.0525,167960840,58.2375,59.41,58.0769
580,2019-10-10,57.5225,115851920,56.9825,57.61,56.825
581,2019-10-09,56.7575,76117680,56.7575,56.9475,56.41
582,2019-10-08,56.1,117130800,56.455,57.015,56.0825
583,2019-10-07,56.765,123557080,56.5675,57.4825,56.46
584,2019-10-04,56.7525,139022200,56.41,56.8725,55.9725
585,2019-10-03,55.205,121410760,54.6075,55.24,53.783
586,2019-10-02,54.74,143069040,55.765,55.895,54.4825
587,2019-10-01,56.1475,144748640,56.2675,57.055,56.05
588,2019-09-30,55.9925,105274320,55.225,56.145,55.1975
589,2019-09-27,54.705,101445160,55.135,55.24,54.3203
590,2019-09-26,54.9725,76353240,55.0,55.235,54.7075
591,2019-09-25,55.2575,89924040,54.6375,55.375,54.285
592,2019-09-24,54.42,125737480,55.2575,55.6225,54.2975
593,2019-09-23,54.68,77678600,54.7375,54.96,54.4125
594,2019-09-20,54.4325,231908360,55.345,55.64,54.3683
595,2019-09-19,55.24,88751520,55.5025,55.94,55.0925
596,2019-09-18,55.6925,102572360,55.265,55.7125,54.86
597,2019-09-17,55.175,73545880,54.99,55.205,54.78
598,2019-09-16,54.975,84632560,54.4325,55.0325,54.39
599,2019-09-13,54.6875,159053200,55.0,55.1975,54.255
600,2019-09-12,55.7713,128906680,56.2,56.605,55.715
601,2019-09-11,55.8975,177158600,54.5175,55.9275,54.4325
602,2019-09-10,54.175,127111720,53.465,54.195,52.9275
603,2019-09-09,53.5425,109237600,53.71,54.11,52.7675
604,2019-09-06,53.315,77449160,53.5125,53.605,53.1275
605,2019-09-05,53.32,95787520,53.0,53.4925,52.8775
606,2019-09-04,52.2975,76867280,52.0975,52.37,51.83
607,2019-09-03,51.425,80238280,51.6075,51.745,51.055
608,2019-08-30,52.185,84650240,52.54,52.6125,51.8
609,2019-08-29,52.2525,84030600,52.125,52.33,51.6638
610,2019-08-28,51.3825,63830520,51.025,51.43,50.83
611,2019-08-27,51.04,103589360,51.965,52.1375,50.8825
612,2019-08-26,51.6225,104264520,51.465,51.7975,51.2643
613,2019-08-23,50.66,187531360,52.3575,53.0127,50.25
614,2019-08-22,53.115,89071280,53.2975,53.6088,52.6875
615,2019-08-21,53.16,86259000,53.2475,53.4125,52.9008
616,2019-08-20,52.59,107678120,52.72,53.3375,52.58
617,2019-08-19,52.5875,97727680,52.655,53.1827,52.5063
618,2019-08-16,51.625,115254480,51.07,51.79,50.96
619,2019-08-15,50.435,111533440,50.865,51.285,49.9175
620,2019-08-14,50.6875,146189760,50.79,51.61,50.6467
621,2019-08-13,52.2425,190159160,50.255,53.035,50.2075
622,2019-08-12,50.12,89927560,49.905,50.5129,49.7875
623,2019-08-09,50.2475,98479000,50.325,50.69,49.8225
624,2019-08-08,50.8575,108038080,50.05,50.8825,49.8475
625,2019-08-07,49.76,133457600,48.8525,49.89,48.455
626,2019-08-06,49.25,143299160,49.0775,49.5168,48.51
627,2019-08-05,48.335,209571880,49.4975,49.6623,48.145
628,2019-08-02,51.005,163448480,51.3825,51.6075,50.4075
629,2019-08-01,52.1075,216071680,53.475,54.5075,51.6859
630,2019-07-31,53.26,277125440,54.105,55.3425,52.825
631,2019-07-30,52.195,135742880,52.19,52.54,51.8275
632,2019-07-29,52.42,86693560,52.115,52.66,52.11
633,2019-07-26,51.935,70475480,51.87,52.4325,51.785
634,2019-07-25,51.755,55638240,52.2225,52.31,51.6825
635,2019-07-24,52.1675,59966280,51.9175,52.2875,51.7925
636,2019-07-23,52.21,73420840,52.115,52.2275,51.8225
637,2019-07-22,51.805,89111720,50.9125,51.8075,50.9025
638,2019-07-19,50.6475,83717240,51.4475,51.625,50.59
639,2019-07-18,51.415,74328640,51.0,51.47,50.925
640,2019-07-17,50.8375,56429800,51.0125,51.2729,50.8175
641,2019-07-16,51.125,67467280,51.1475,51.5275,50.875
642,2019-07-15,51.3025,67789680,51.0225,51.4675,51.0
643,2019-07-12,50.825,70380840,50.6125,51.0,50.55
644,2019-07-11,50.4375,80767360,50.8275,51.0975,50.4275
645,2019-07-10,50.8075,71588560,50.4625,50.9325,50.39
646,2019-07-09,50.31,82312080,49.8,50.3775,49.7025
647,2019-07-08,50.005,101354520,50.2025,50.35,49.6025
648,2019-07-05,51.0575,69062080,50.8375,51.27,50.725
649,2019-07-03,51.1025,45448200,50.82,51.11,50.6725
650,2019-07-02,50.6825,67740880,50.3525,50.7831,50.34
651,2019-07-01,50.3875,109266960,50.7925,51.1225,50.1625
652,2019-06-28,49.48,124442560,49.67,49.8738,49.2625
653,2019-06-27,49.935,83598880,50.0725,50.3925,49.8925
654,2019-06-26,49.95,104270040,49.4425,50.2475,49.3375
655,2019-06-25,48.8925,84281320,49.6075,49.815,48.8225
656,2019-06-24,49.645,72881680,49.635,50.04,49.5425
657,2019-06-21,49.695,191202360,49.7,50.2125,49.5375
658,2019-06-20,49.865,86055960,50.0925,50.1525,49.5075
659,2019-06-19,49.4675,84496960,49.92,49.97,49.3275
660,2019-06-18,49.6125,106204000,49.0125,50.0725,48.8025
661,2019-06-17,48.4725,58676560,48.225,48.74,48.0425
662,2019-06-14,48.185,75045880,47.8862,48.3966,47.575
663,2019-06-13,48.5375,86698520,48.675,49.1975,48.4
664,2019-06-12,48.5475,73012760,48.4875,48.9925,48.3462
665,2019-06-11,48.7025,107731520,48.715,49.0,48.4
666,2019-06-10,48.145,104883400,47.9525,48.8425,47.905
667,2019-06-07,47.5375,122737560,46.6275,47.98,46.4425
668,2019-06-06,46.305,90105240,45.77,46.3675,45.5372
669,2019-06-05,45.635,119093720,46.07,46.2475,45.285
670,2019-06-04,44.91,123871840,43.86,44.9575,43.63
671,2019-06-03,43.325,161584280,43.9,44.48,42.5675
672,2019-05-31,43.7675,108174320,44.0575,44.4975,43.7475
673,2019-05-30,44.575,84873640,44.4875,44.8075,44.1675
674,2019-05-29,44.345,113924680,44.105,44.8375,44.0
675,2019-05-28,44.5575,111792640,44.73,45.1475,44.4775
676,2019-05-24,44.7425,94858760,45.05,45.535,44.655
677,2019-05-23,44.915,146118960,44.95,45.135,44.4525
678,2019-05-22,45.695,118994240,46.165,46.4275,45.6375
679,2019-05-21,46.65,113459400,46.305,47.0,46.175
680,2019-05-20,45.7725,154449160,45.88,46.0872,45.071
681,2019-05-17,47.25,131516360,46.7325,47.725,46.69
682,2019-05-16,47.52,132125440,47.4775,48.1172,47.21
683,2019-05-15,47.73,106178880,46.5675,47.9375,46.505
684,2019-05-14,47.165,146118720,46.6025,47.425,46.3525
685,2019-05-13,46.43,229722480,46.9275,47.37,45.7125
686,2019-05-10,49.295,164834840,49.3548,49.7125,48.1925
687,2019-05-09,50.18,139634440,50.1,50.42,49.165
688,2019-05-08,50.725,105358000,50.475,51.335,50.4375
689,2019-05-07,50.715,155054800,51.47,51.8544,50.2062
690,2019-05-06,52.12,129772440,51.0725,52.21,50.875
691,2019-05-03,52.9375,83569520,52.7225,52.96,52.5575
692,2019-05-02,52.2875,127985280,52.46,53.1625,52.0325
693,2019-05-01,52.63,259309320,52.47,53.8275,52.3075
694,2019-04-30,50.1675,183004640,50.765,50.85,49.7775
695,2019-04-29,51.1525,88041440,51.1,51.4925,50.965
696,2019-04-26,51.075,74451080,51.225,51.25,50.53
697,2019-04-25,51.32,73855400,51.7075,51.94,51.28
698,2019-04-24,51.79,69710280,51.84,52.12,51.7625
699,2019-04-23,51.87,93145520,51.1075,51.9375,50.975
700,2019-04-22,51.1325,71367680,50.7075,51.235,50.585
701,2019-04-18,50.965,96742120,50.78,51.0375,50.63
702,2019-04-17,50.7825,115461240,49.885,50.845,49.6525
703,2019-04-16,49.8125,102673320,49.865,50.3425,49.64
704,2019-04-15,49.8075,70096600,49.645,49.9625,49.5025
705,2019-04-12,49.7175,110954320,49.8,50.035,49.0525
706,2019-04-11,49.7375,82172760,50.2125,50.25,49.6108
707,2019-04-10,50.155,86619000,49.67,50.185,49.545
708,2019-04-09,49.875,142953120,50.08,50.7125,49.8075
709,2019-04-08,50.025,103319520,49.105,50.0575,49.085
710,2019-04-05,49.25,73892280,49.1125,49.275,48.9825
711,2019-04-04,48.9225,76360200,48.6975,49.0925,48.285
712,2019-04-03,48.8375,92972640,48.3125,49.125,48.2875
713,2019-04-02,48.505,90909480,47.7725,48.615,47.7625
714,2019-04-01,47.81,109232800,47.91,47.92,47.095
715,2019-03-29,47.4875,94099320,47.4575,47.52,47.135
716,2019-03-28,47.18,82841560,47.2375,47.3897,46.8825
717,2019-03-27,47.1175,119084840,47.1875,47.44,46.6375
718,2019-03-26,46.6975,198784400,47.916,48.22,46.145
719,2019-03-25,47.185,175007240,47.8775,47.995,46.65
720,2019-03-22,47.7625,169150560,48.835,49.4225,47.695
721,2019-03-21,48.7725,203772480,47.505,49.0825,47.4525
722,2019-03-20,47.04,124013520,46.5575,47.3725,46.1825
723,2019-03-19,46.6325,125761200,47.0875,47.2475,46.48
724,2019-03-18,47.005,104594360,46.45,47.0975,46.4475
725,2019-03-15,46.53,156069960,46.2125,46.8325,45.935
726,2019-03-14,45.9325,94110640,45.975,46.025,45.64
727,2019-03-13,45.4275,123718960,45.5625,45.825,45.23
728,2019-03-12,45.2275,129667200,45.0,45.6675,44.8425
729,2019-03-11,44.725,124492000,43.8725,44.78,43.8375
730,2019-03-08,43.2275,95943840,42.58,43.2675,42.375
731,2019-03-07,43.125,99021880,43.4675,43.61,43.005
732,2019-03-06,43.63,83020560,43.6675,43.8725,43.485
733,2019-03-05,43.8825,76953920,43.985,44.0,43.635
734,2019-03-04,43.9625,109652240,43.9225,44.4375,43.4925
735,2019-03-01,43.7425,102950240,43.57,43.7875,43.2225
736,2019-02-28,43.2875,111815240,43.58,43.7275,43.23
737,2019-02-27,43.7175,111270560,43.3025,43.75,43.1825
738,2019-02-26,43.5825,67966440,43.4275,43.825,43.2933
739,2019-02-25,43.5575,87385600,43.54,43.9675,43.4875
740,2019-02-22,43.2425,75561000,42.895,43.25,42.845
741,2019-02-21,42.765,68618160,42.95,43.0925,42.575
742,2019-02-20,43.0075,101295560,42.7975,43.33,42.7475
743,2019-02-19,42.7325,75834280,42.4275,42.86,42.3725
744,2019-02-15,42.605,98413280,42.8125,42.925,42.4375
745,2019-02-14,42.7,87140720,42.4275,42.8154,42.345
746,2019-02-13,42.545,89558640,42.8475,43.12,42.48
747,2019-02-12,42.7225,88897600,42.525,42.75,42.425
748,2019-02-11,42.3575,83760080,42.7625,42.8025,42.3125
749,2019-02-08,42.6025,95175320,42.2475,42.665,42.105
750,2019-02-07,42.735,126576960,43.1,43.485,42.585
751,2019-02-06,43.56,112818560,43.6625,43.8925,43.2133
752,2019-02-05,43.545,144218280,43.215,43.77,43.0875
753,2019-02-04,42.8125,125538880,41.8525,42.9138,41.82
754,2019-02-01,41.63,130578360,41.74,42.245,41.4825
755,2019-01-31,41.61,162453040,41.5275,42.25,41.14
756,2019-01-30,41.3125,243201920,40.8125,41.5375,40.0575
757,2019-01-29,38.67,159659400,39.0625,39.5325,38.5275
758,2019-01-28,39.075,104589120,38.9475,39.0825,38.415
759,2019-01-25,39.44,134035840,38.87,39.5325,38.58
760,2019-01-24,38.175,101672440,38.5275,38.62,37.935
761,2019-01-23,38.48,92186240,38.5375,38.785,37.925
762,2019-01-22,38.325,121095960,39.1025,39.1825,38.155
763,2019-01-18,39.205,133037840,39.375,39.47,38.9952
764,2019-01-17,38.965,118464760,38.55,39.415,38.315
765,2019-01-16,38.735,121932480,38.27,38.97,38.25
766,2019-01-15,38.2675,113799760,37.5675,38.3475,37.5125
767,2019-01-14,37.5,128074160,37.7125,37.8175,37.305
768,2019-01-11,38.0725,107698520,38.22,38.425,37.8775
769,2019-01-10,38.45,142644800,38.125,38.4925,37.715
770,2019-01-09,38.3275,180137480,37.8225,38.6325,37.4075
771,2019-01-08,37.6875,162491640,37.39,37.955,37.13
772,2019-01-07,36.9825,218285760,37.175,37.2075,36.475
773,2019-01-04,37.065,229694600,36.1325,37.1375,35.95
774,2019-01-03,35.5475,364427360,35.995,36.43,35.5
775,2019-01-02,39.48,142548280,38.7225,39.7125,38.5575
776,2018-12-31,39.435,137997560,39.6325,39.84,39.12
777,2018-12-28,39.0575,166962400,39.375,39.63,38.6375
778,2018-12-27,39.0375,206435400,38.96,39.1925,37.5175
779,2018-12-26,39.2925,232535400,37.075,39.3075,36.68
780,2018-12-24,36.7075,148676920,37.0375,37.8875,36.6475
781,2018-12-21,37.6825,381991600,39.215,39.54,37.4075
782,2018-12-20,39.2075,257592920,40.1,40.5275,38.825
783,2018-12-19,40.2225,190390680,41.5,41.8625,39.7725
784,2018-12-18,41.5175,135013960,41.345,41.8825,41.0975
785,2018-12-17,40.985,173001680,41.3625,42.0875,40.6825
786,2018-12-14,41.37,162481440,42.25,42.27,41.32
787,2018-12-13,42.7375,127016840,42.6225,43.1425,42.3875
788,2018-12-12,42.275,141898720,42.6,42.98,42.255
789,2018-12-11,42.1575,183872160,42.915,42.9475,41.75
790,2018-12-10,42.4,247036000,41.25,42.5225,40.8325
791,2018-12-07,42.1225,166714720,43.3725,43.6225,42.075
792,2018-12-06,43.68,170819640,42.94,43.695,42.605
793,2018-12-04,44.1725,164565000,45.2375,45.5975,44.0675
794,2018-12-03,46.205,162150800,46.115,46.235,45.3025
795,2018-11-30,44.645,157697040,45.0725,45.0825,44.2575
796,2018-11-29,44.8875,166094320,45.665,45.7,44.425
797,2018-11-28,45.235,183767000,44.1825,45.3225,43.7325
798,2018-11-27,43.56,164624560,42.8775,43.6925,42.72
799,2018-11-26,43.655,178649280,43.56,43.7375,42.565
800,2018-11-23,43.0725,94495880,43.735,44.1488,43.025
801,2018-11-21,44.195,124384960,44.9325,45.0675,44.1375
802,2018-11-20,44.245,270714720,44.5925,45.3675,43.8775
803,2018-11-19,46.465,166507280,47.5,47.675,46.2475
804,2018-11-16,48.3825,144765320,47.625,48.7424,47.365
805,2018-11-15,47.8525,185086640,47.0975,47.9925,46.725
806,2018-11-14,46.7,242189360,48.475,48.62,46.4825
807,2018-11-13,48.0575,186902840,47.9075,49.295,47.8625
808,2018-11-12,48.5425,203964120,49.75,49.9625,48.4475
809,2018-11-09,51.1175,137271040,51.3875,51.5025,50.5625
810,2018-11-08,52.1225,101157080,52.495,52.53,51.6875
811,2018-11-07,52.4875,133166560,51.4925,52.515,51.0325
812,2018-11-06,50.9425,127098880,50.48,51.18,50.4225
813,2018-11-05,50.3975,264288680,51.075,51.0975,49.5425
814,2018-11-02,51.87,364186240,52.3875,53.4125,51.3575
815,2018-11-01,55.555,211816280,54.7625,55.59,54.2025
816,2018-10-31,54.715,152067240,54.22,55.1125,54.155
817,2018-10-30,53.325,145951720,52.7875,53.795,52.3175
818,2018-10-29,53.06,182854760,54.7975,54.9225,51.5225
819,2018-10-26,54.075,188766800,53.975,55.0475,53.1675
820,2018-10-25,54.95,116109360,54.4275,55.345,54.1875
821,2018-10-24,53.7725,159968480,55.65,56.0575,53.635
822,2018-10-23,55.6825,154724680,53.9575,55.8125,53.675
823,2018-10-22,55.1625,115006160,54.9475,55.84,54.735
824,2018-10-19,54.8275,131497320,54.515,55.315,54.3575
825,2018-10-18,54.005,129557120,54.465,54.935,53.25
826,2018-10-17,55.2975,90771520,55.575,55.66,54.835
827,2018-10-16,55.5375,115210200,54.7325,55.7475,54.1907
828,2018-10-15,54.34,121121800,55.29,55.4575,54.3175
829,2018-10-12,55.5275,157979080,55.105,55.72,54.21
830,2018-10-11,53.6125,211609280,53.63,54.875,53.08
831,2018-10-10,54.09,164336280,56.365,56.5875,54.0125
832,2018-10-09,56.7175,106626520,55.91,56.8175,55.5615
833,2018-10-08,55.9425,115138200,55.5525,56.2,55.05
834,2018-10-05,56.0725,134031080,56.99,57.1025,55.145
835,2018-10-04,56.9975,127844480,57.695,58.0875,56.6825
836,2018-10-03,58.0175,114161960,57.5125,58.3675,57.445
837,2018-10-02,57.32,97740040,56.8125,57.5,56.6575
838,2018-10-01,56.815,92684080,56.9875,57.355,56.5875
839,2018-09-28,56.435,90241760,56.1975,56.46,56.005
840,2018-09-27,56.2375,118917080,55.955,56.61,55.885
841,2018-09-26,55.105,93721480,55.25,55.9375,54.94
842,2018-09-25,55.5475,91244560,54.9375,55.705,54.925
843,2018-09-24,55.1975,110325080,54.205,55.315,54.1575
844,2018-09-21,54.415,382336320,55.195,55.34,54.3225
845,2018-09-20,55.0075,105552200,55.06,55.57,54.7875
846,2018-09-19,54.5925,107479520,54.625,54.905,53.825
847,2018-09-18,54.56,125982520,54.4475,55.4625,54.28
848,2018-09-17,54.47,147240480,55.5375,55.7375,54.3175
849,2018-09-14,55.96,127207880,56.4375,56.71,55.6305
850,2018-09-13,56.6025,165645400,55.88,57.0875,55.6425
851,2018-09-12,55.2675,196474040,56.235,56.25,54.96
852,2018-09-11,55.9625,142578040,54.5025,56.0748,54.14
853,2018-09-10,54.5825,156778880,55.2375,55.4625,54.1175
854,2018-09-07,55.325,149675640,55.4625,56.3425,55.1775
855,2018-09-06,55.775,136484960,56.5575,56.8375,55.325
856,2018-09-05,56.7175,133163320,57.2475,57.4175,56.275
857,2018-09-04,57.09,109455840,57.1025,57.295,56.6575
858,2018-08-31,56.9075,172710160,56.6275,57.2175,56.5
859,2018-08-30,56.2575,194787840,55.8125,57.065,55.6
860,2018-08-29,55.745,108297040,55.0375,55.8725,54.8525
861,2018-08-28,54.925,91005560,54.7525,55.135,54.73
862,2018-08-27,54.485,81603080,54.2875,54.685,54.0825
863,2018-08-24,54.04,73830880,54.15,54.225,53.7775
864,2018-08-23,53.8725,74023120,53.6625,54.2625,53.65
865,2018-08-22,53.7625,75863720,53.525,54.09,53.46
866,2018-08-21,53.76,102730800,54.2,54.2975,53.5063
867,2018-08-20,53.865,120597640,54.525,54.795,53.7775
868,2018-08-17,54.395,140137640,53.36,54.4875,53.29
869,2018-08-16,53.33,110381240,52.9375,53.453,52.8675
870,2018-08-15,52.56,114380920,52.305,52.685,52.0825
871,2018-08-14,52.4375,82717080,52.5388,52.64,52.065
872,2018-08-13,52.2175,103458040,51.925,52.738,51.925
873,2018-08-10,51.8825,98369840,51.84,52.275,51.6675
874,2018-08-09,52.22,93558120,51.82,52.445,51.8
875,2018-08-08,51.8125,89975000,51.5125,51.9525,51.13
876,2018-08-07,51.7775,102102600,52.33,52.375,51.69
877,2018-08-06,52.2675,101584400,52.0,52.3125,51.7675
878,2018-08-03,51.9975,133632200,51.7575,52.185,51.3701
879,2018-08-02,51.8475,249269720,50.145,52.095,50.0875
880,2018-08-01,50.375,271249120,49.7825,50.44,49.3275
881,2018-07-31,47.5725,151389040,47.575,48.035,47.335
882,2018-07-30,47.4775,83651560,47.975,48.05,47.2675
883,2018-07-27,47.745,95901400,48.7475,48.7975,47.525
884,2018-07-26,48.5525,76020600,48.6525,48.99,48.4025
885,2018-07-25,48.705,66214000,48.265,48.7125,48.1075
886,2018-07-24,48.25,74723720,48.1125,48.415,48.0125
887,2018-07-23,47.9025,63823280,47.67,47.99,47.39
888,2018-07-20,47.86,82683320,47.945,48.1075,47.5425
889,2018-07-19,47.97,80728200,47.4225,48.1375,47.4225
890,2018-07-18,47.6,65462880,47.945,47.95,47.4825
891,2018-07-17,47.8625,62060000,47.4375,47.9675,47.3
892,2018-07-16,47.7275,60039200,47.88,48.1625,47.6037
893,2018-07-13,47.8325,50027320,47.77,47.96,47.725
894,2018-07-12,47.7575,72000720,47.3825,47.8525,47.3275
895,2018-07-11,46.97,75105560,47.125,47.445,46.9025
896,2018-07-10,47.5875,63205480,47.6775,47.82,47.545
897,2018-07-09,47.645,78545560,47.375,47.67,47.325
898,2018-07-06,46.9925,69704640,46.355,47.1085,46.3
899,2018-07-05,46.35,66175520,46.315,46.6025,46.07
900,2018-07-03,45.98,55819240,46.9475,46.9875,45.885
901,2018-07-02,46.795,70700840,45.955,46.825,45.855
902,2018-06-29,46.2775,90206640,46.5725,46.7975,45.7275
903,2018-06-28,46.375,69409520,46.025,46.5525,45.95
904,2018-06-27,46.04,99949040,46.307,46.82,46.0075
905,2018-06-26,46.1075,97513920,45.7475,46.6325,45.635
906,2018-06-25,45.5425,126529280,45.85,46.23,45.1825
907,2018-06-22,46.23,108740520,46.53,46.5375,46.175
908,2018-06-21,46.365,102596960,46.8125,47.0875,46.235
909,2018-06-20,46.625,81960360,46.5875,46.8,46.4325
910,2018-06-19,46.4225,134154200,46.285,46.5825,45.8625
911,2018-06-18,47.185,73833640,46.97,47.305,46.8
912,2018-06-15,47.21,245753160,47.5075,47.54,47.065
913,2018-06-14,47.7,86338880,47.8875,47.8925,47.555
914,2018-06-13,47.675,85920480,48.105,48.22,47.61
915,2018-06-12,48.07,67436080,47.8462,48.1527,47.7875
916,2018-06-11,47.8075,72279720,47.8375,47.9925,47.5525
917,2018-06-08,47.925,106322840,47.7925,48.0,47.4425
918,2018-06-07,48.365,85316680,48.535,48.55,48.0838
919,2018-06-06,48.495,83651280,48.4075,48.52,47.98
